0.7078100,0.010000,-0.0444611601,0.000000,0.000000,B,0.17200
0.6854530,0.020000,0.0461030491,0.010000,1.000000,B,0.17200
0.6946850,0.030000,0.0469159845,0.020000,1.000000,B,0.17200
0.6987760,0.040000,0.0460691119,0.030000,1.000000,B,0.17200
0.7066920,0.050000,0.0444220531,0.040000,1.000000,B,0.17200
0.7466760,0.060000,0.0428185842,0.050000,1.000000,B,0.17200
0.6938590,0.070000,0.0412333071,0.060000,1.000000,B,0.17200
0.6846300,0.080000,0.0396501341,0.070000,1.000000,B,0.17200
0.6939430,0.090000,0.0381114753,0.080000,1.000000,B,0.17200
0.6977070,0.100000,0.0365737370,0.090000,1.000000,B,0.17200
0.7033770,0.110000,0.0350374558,0.100000,1.000000,B,0.17200
0.7210710,0.120000,0.0335093695,0.110000,1.000000,B,0.17200
0.6849050,0.130000,0.0319806546,0.120000,1.000000,B,0.17200
0.6858620,0.140000,0.0304898792,0.130000,1.000000,B,0.17200
0.6911220,0.150000,0.0289935871,0.140000,1.000000,B,0.17200
0.6744560,0.160000,0.0275018028,0.150000,1.000000,B,0.17200
0.6884500,0.170000,0.0260207005,0.160000,1.000000,B,0.17200
0.6744330,0.180000,0.0245343958,0.170000,1.000000,B,0.17200
0.6737830,0.190000,0.0230932278,0.180000,1.000000,B,0.17200
0.6683660,0.200000,0.0216439740,0.190000,1.000000,B,0.17200
0.6757170,0.210000,0.0202033288,0.200000,1.000000,B,0.17200
0.6971540,0.220000,0.0187784348,0.210000,1.000000,B,0.17200
0.6653010,0.230000,0.0173476549,0.220000,1.000000,B,0.17200
0.6942190,0.240000,0.0159678031,0.230000,1.000000,B,0.17200
0.6863910,0.250000,0.0145813107,0.240000,1.000000,B,0.17200
0.6722670,0.260000,0.0132069298,0.250000,1.000000,B,0.17200
0.6646240,0.270000,0.0118565519,0.260000,1.000000,B,0.17200
0.6715930,0.280000,0.0105044371,0.270000,1.000000,B,0.17200
0.7158510,0.290000,0.0092095496,0.280000,1.000000,B,0.17200
0.7022610,0.300000,0.0079169654,0.290000,1.000000,B,0.17200
0.7119230,0.310000,0.0066457928,0.300000,1.000000,B,0.17200
0.6807730,0.320000,0.0054137153,0.310000,1.000000,B,0.17200
0.6915260,0.330000,0.0041904049,0.320000,1.000000,B,0.17200
0.6764320,0.340000,0.0030321359,0.330000,1.000000,B,0.17200
0.7594810,0.350000,0.0018929660,0.340000,1.000000,B,0.17200
0.6915490,0.360000,0.0007868209,0.350000,1.000000,B,0.17200
0.7137610,0.370000,-0.0002584670,0.360000,1.000000,B,0.17200
0.6690870,0.380000,-0.0012740462,0.370000,1.000000,B,0.17200
0.6820150,0.390000,-0.0022039472,0.380000,1.000000,B,0.17200
0.6693020,0.400000,-0.0030801843,0.390000,1.000000,B,0.17200
0.6887390,0.410000,-0.0038929778,0.400000,1.000000,B,0.17200
0.6851430,0.420000,-0.0045968415,0.410000,1.000000,B,0.17200
0.6816060,0.430000,-0.0052288330,0.420000,1.000000,B,0.17200
0.7056660,0.440000,-0.0057162767,0.430000,1.000000,B,0.17200
0.6851710,0.450000,-0.0060778486,0.440000,1.000000,B,0.17200
0.6753290,0.460000,-0.0063149514,0.450000,1.000000,B,0.17200
0.6917760,0.470000,-0.0063333264,0.460000,1.000000,B,0.17200
0.6663680,0.480000,-0.0062195316,0.470000,1.000000,B,0.17200
0.6759020,0.490000,-0.0058311486,0.480000,1.000000,B,0.17200
0.6879240,0.500000,-0.0052868560,0.490000,1.000000,B,0.17200
0.6717080,0.510000,-0.0045453247,0.500000,1.000000,B,0.17200
0.6757900,0.520000,-0.0027999993,0.510000,1.000000,B,0.17200
0.6896790,0.530000,-0.0006443150,0.520000,1.000000,B,0.17200
0.6831590,0.540000,0.0012203778,0.530000,1.000000,B,0.17200
0.7020410,0.550000,0.0033911347,0.540000,1.000000,B,0.17200
0.6930980,0.560000,0.0048225258,0.550000,1.000000,B,0.17200
0.6874120,0.570000,0.0054575708,0.560000,1.000000,B,0.17200
0.6756040,0.580000,0.0059601674,0.570000,1.000000,B,0.17200
0.6892640,0.590000,0.0062606453,0.580000,1.000000,B,0.17200
0.6833170,0.600000,0.0063511412,0.590000,1.000000,B,0.17200
0.6867080,0.610000,0.0062757774,0.600000,1.000000,B,0.17200
0.6908790,0.620000,0.0059893933,0.610000,1.000000,B,0.17200
0.6827820,0.630000,0.0055952640,0.620000,1.000000,B,0.17200
0.6842830,0.640000,0.0050597728,0.630000,1.000000,B,0.17200
0.6833090,0.650000,0.0044116714,0.640000,1.000000,B,0.17200
0.6841760,0.660000,0.0036806721,0.650000,1.000000,B,0.17200
0.6833500,0.670000,0.0028427730,0.660000,1.000000,B,0.17200
0.6846950,0.680000,0.0019514667,0.670000,1.000000,B,0.17200
0.6778560,0.690000,0.0009923810,0.680000,1.000000,B,0.17200
0.6657910,0.700000,-0.0000274934,0.690000,1.000000,B,0.17200
0.6958960,0.710000,-0.0010852950,0.700000,1.000000,B,0.17200
0.6792090,0.720000,-0.0022064511,0.710000,1.000000,B,0.17200
0.6764730,0.730000,-0.0033524044,0.720000,1.000000,B,0.17200
0.6905670,0.740000,-0.0045340221,0.730000,1.000000,B,0.17200
0.6974190,0.750000,-0.0057537859,0.740000,1.000000,B,0.17200
0.6626320,0.760000,-0.0069910122,0.750000,1.000000,B,0.17200
0.6710780,0.770000,-0.0082742074,0.760000,1.000000,B,0.17200
0.6758820,0.780000,-0.0095702533,0.770000,1.000000,B,0.17200
0.6623880,0.790000,-0.0108867748,0.780000,1.000000,B,0.17200
